"From","To","ensembl_gene_id","external_gene_name","species"
"Acyl-DHAP","Alkyl-DHAP","ENSG00000018510","AGPS","human"
"Cer","CerP","ENSG00000262327","AGK","human"
"Cer","CerP","ENSG00000006530","AGK","human"
"Cer","CerP","ENSG00000100422","CERK","human"
"Cer","SM","ENSG00000198964","SGMS1","human"
"Cer","SM","ENSG00000164023","SGMS2","human"
"Cer","SPB","ENSG00000138744","NAAA","human"
"Cer","SPB","ENSG00000177076","ACER2","human"
"Cer","SPB","ENSG00000167769","ACER1","human"
"Cer","SPB","ENSG00000188611","ASAH2","human"
"Cer","SPB","ENSG00000078124","ACER3","human"
"Cer","SPB","ENSG00000104763","ASAH1","human"
"Cer","HexCer","ENSG00000148154","UGCG","human"
"Cer","HexCer","ENSG00000174607","UGT8","human"
"CerP","Cer","ENSG00000067113","PLPP1","human"
"CerP","Cer","ENSG00000162407","PLPP3","human"
"CerP","Cer","ENSG00000141934","PLPP2","human"
"CerP","Cer","ENSG00000285281","SGPP1","human"
"CerP","Cer","ENSG00000163082","SGPP2","human"
"CerP","Cer","ENSG00000126821","SGPP1","human"
"CerP","Cer","ENSG00000132793","LPIN3","human"
"CerP","Cer","ENSG00000203805","PLPP4","human"
"CerP","Cer","ENSG00000147535","PLPP5","human"
"CerP","Cer","ENSG00000101577","LPIN2","human"
"CerP","Cer","ENSG00000134324","LPIN1","human"
"DAG","PA","ENSG00000157680","DGKI","human"
"DAG","PA","ENSG00000065357","DGKA","human"
"DAG","PA","ENSG00000058866","DGKG","human"
"DAG","PA","ENSG00000153933","DGKE","human"
"DAG","PA","ENSG00000145214","DGKQ","human"
"DAG","PA","ENSG00000149091","DGKZ","human"
"DAG","PA","ENSG00000280873","DGKD","human"
"DAG","PA","ENSG00000077044","DGKD","human"
"DAG","PA","ENSG00000262327","AGK","human"
"DAG","PA","ENSG00000006530","AGK","human"
"DAG","PA","ENSG00000102780","DGKH","human"
"DAG","PA","ENSG00000136267","DGKB","human"
"DAG","PA","ENSG00000274588","DGKK","human"
"DAG","TAG","ENSG00000285482","DGAT1","human"
"DAG","TAG","ENSG00000185000","DGAT1","human"
"DAG","TAG","ENSG00000106384","MOGAT3","human"
"DAG","TAG","ENSG00000062282","DGAT2","human"
"DAG","PE","ENSG00000138018","SELENOI","human"
"DAG","PE","ENSG00000134255","CEPT1","human"
"DAG","MAG","ENSG00000100344","PNPLA3","human"
"DAG","MAG","ENSG00000101670","LIPG","human"
"DAG","MAG","ENSG00000203837","PNLIPRP3","human"
"DAG","MAG","ENSG00000166035","LIPC","human"
"DAG","MAG","ENSG00000114771","AADAC","human"
"DAG","MAG","ENSG00000182333","LIPF","human"
"DAG","MAG","ENSG00000170835","CEL","human"
"DAG","MAG","ENSG00000177666","PNPLA2","human"
"DAG","MAG","ENSG00000187021","PNLIPRP1","human"
"DAG","MAG","ENSG00000175535","PNLIP","human"
"DAG","MAG","ENSG00000266200","PNLIPRP2","human"
"DAG","PC","ENSG00000111666","CHPT1","human"
"DAG","PC","ENSG00000134255","CEPT1","human"
"DAG O-","PE O-","ENSG00000138018","SELENOI","human"
"DAG O-","PE O-","ENSG00000134255","CEPT1","human"
"DAG O-","PC O-","ENSG00000134255","CEPT1","human"
"DAG O-","PC O-","ENSG00000111666","CHPT1","human"
"DHAP","Acyl-DHAP","ENSG00000116906","GNPAT","human"
"DHAP","G3P","ENSG00000167588","GPD1","human"
"DHAP","G3P","ENSG00000152642","GPD1L","human"
"DHAP","G3P","ENSG00000115159","GPD2","human"
"dhCer","dhSPB","ENSG00000177076","ACER2","human"
"dhCer","dhSPB","ENSG00000167769","ACER1","human"
"dhCer","dhSPB","ENSG00000078124","ACER3","human"
"dhCer","dhSPB","ENSG00000104763","ASAH1","human"
"dhCer","dhSPB","ENSG00000188611","ASAH2","human"
"dhCer","Cer","ENSG00000143753","DEGS1","human"
"dhCer","Cer","ENSG00000168350","DEGS2","human"
"dhCer","phCer","ENSG00000168350","DEGS2","human"
"dhCer","phCer","ENSG00000143753","DEGS1","human"
"dhSPB","dhCer","ENSG00000139624","CERS5","human"
"dhSPB","dhCer","ENSG00000090661","CERS4","human"
"dhSPB","dhCer","ENSG00000154227","CERS3","human"
"dhSPB","dhCer","ENSG00000223802","CERS1","human"
"dhSPB","dhCer","ENSG00000172292","CERS6","human"
"dhSPB","dhCer","ENSG00000143418","CERS2","human"
"dhSPB","dhSPBP","ENSG00000176170","SPHK1","human"
"dhSPB","dhSPBP","ENSG00000063176","SPHK2","human"
"dhSPBP","dhSPB","ENSG00000285281","SGPP1","human"
"dhSPBP","dhSPB","ENSG00000163082","SGPP2","human"
"dhSPBP","dhSPB","ENSG00000126821","SGPP1","human"
"dhSPBP","dhSPB","ENSG00000141934","PLPP2","human"
"dhSPBP","dhSPB","ENSG00000132793","LPIN3","human"
"dhSPBP","dhSPB","ENSG00000067113","PLPP1","human"
"dhSPBP","dhSPB","ENSG00000203805","PLPP4","human"
"dhSPBP","dhSPB","ENSG00000147535","PLPP5","human"
"dhSPBP","dhSPB","ENSG00000101577","LPIN2","human"
"dhSPBP","dhSPB","ENSG00000162407","PLPP3","human"
"dhSPBP","dhSPB","ENSG00000134324","LPIN1","human"
"dhSPB","phSPB","ENSG00000168350","DEGS2","human"
"dhSPB","phSPB","ENSG00000143753","DEGS1","human"
"G3P","LPA","ENSG00000138678","GPAT3","human"
"G3P","LPA","ENSG00000186281","GPAT2","human"
"G3P","LPA","ENSG00000158669","GPAT4","human"
"G3P","LPA","ENSG00000119927","GPAM","human"
"G3P","DHAP","ENSG00000167588","GPD1","human"
"G3P","DHAP","ENSG00000152642","GPD1L","human"
"G3P","DHAP","ENSG00000115159","GPD2","human"
"GalCer","HexCer","ENSG00000054983","GALC","human"
"GalCer","Sulfatide","ENSG00000128242","GAL3ST1","human"
"GlcCer","HexCer","ENSG00000177628","GBA","human"
"GlcCer","HexCer","ENSG00000070610","GBA2","human"
"GlcCer","HexCer","ENSG00000262446","GBA","human"
"GlcCer","LacCer","ENSG00000158470","B4GALT5","human"
"GlcCer","LacCer","ENSG00000118276","B4GALT6","human"
"HexCer","Cer","ENSG00000177628","GBA","human"
"HexCer","Cer","ENSG00000070610","GBA2","human"
"HexCer","Cer","ENSG00000262446","GBA","human"
"HexCer","GlcCer","ENSG00000148154","UGCG","human"
"HexCer","GalCer","ENSG00000174607","UGT8","human"
"HexCer","Cer","ENSG00000054983","GALC","human"
"ketodhSPB","dhSPB","ENSG00000119537","KDSR","human"
"LacCer","GlcCer","ENSG00000170266","GLB1","human"
"LPA","PA","ENSG00000169692","AGPAT2","human"
"LPA","PA","ENSG00000138678","GPAT3","human"
"LPA","PA","ENSG00000186281","GPAT2","human"
"LPA","PA","ENSG00000172954","LCLAT1","human"
"LPA","PA","ENSG00000143797","MBOAT2","human"
"LPA","PA","ENSG00000011198","ABHD5","human"
"LPA","PA","ENSG00000236873","AGPAT1","human"
"LPA","PA","ENSG00000226467","AGPAT1","human"
"LPA","PA","ENSG00000206324","AGPAT1","human"
"LPA","PA","ENSG00000227642","AGPAT1","human"
"LPA","PA","ENSG00000228892","AGPAT1","human"
"LPA","PA","ENSG00000235758","AGPAT1","human"
"LPA","PA","ENSG00000204310","AGPAT1","human"
"LPA","PA","ENSG00000026652","AGPAT4","human"
"LPA","PA","ENSG00000160216","AGPAT3","human"
"LPA","PA","ENSG00000284980","AGPAT5","human"
"LPA","PA","ENSG00000155189","AGPAT5","human"
"LPA","PA","ENSG00000172197","MBOAT1","human"
"LPC","PC","ENSG00000111684","LPCAT3","human"
"LPC","PC","ENSG00000172197","MBOAT1","human"
"LPC","PC","ENSG00000143797","MBOAT2","human"
"LPC","PC","ENSG00000275079","LPCAT1","human"
"LPC","PC","ENSG00000087253","LPCAT2","human"
"LPC","PC","ENSG00000176454","LPCAT4","human"
"LPC","PC","ENSG00000153395","LPCAT1","human"
"LPC","LPA","ENSG00000166428","PLD4","human"
"LPC","LPA","ENSG00000129219","PLD2","human"
"LPC","LPA","ENSG00000105223","PLD3","human"
"LPC","LPA","ENSG00000075651","PLD1","human"
"LPC O-","PC O-","ENSG00000275079","LPCAT1","human"
"LPC O-","PC O-","ENSG00000087253","LPCAT2","human"
"LPC O-","PC O-","ENSG00000153395","LPCAT1","human"
"LPE","PE","ENSG00000111684","LPCAT3","human"
"LPE","PE","ENSG00000172197","MBOAT1","human"
"LPE","PE","ENSG00000143797","MBOAT2","human"
"LPE","PE","ENSG00000176454","LPCAT4","human"
"LPE P-","PE P-","ENSG00000176454","LPCAT4","human"
"LPE P-","LPA P-","ENSG00000136960","ENPP2","human"
"LPE P-","LPA P-","ENSG00000102886","GDPD3","human"
"LPE P-","LPA P-","ENSG00000153982","GDPD1","human"
"LPE P-","MAG P-","ENSG00000136960","ENPP2","human"
"LPE P-","MAG P-","ENSG00000102886","GDPD3","human"
"LPE P-","MAG P-","ENSG00000153982","GDPD1","human"
"LPG","PG","ENSG00000172954","LCLAT1","human"
"LPG","PG","ENSG00000153395","LPCAT1","human"
"LPG","PG","ENSG00000119927","GPAM","human"
"LPG","PG","ENSG00000275079","LPCAT1","human"
"LPG","PG","ENSG00000087253","LPCAT2","human"
"LPG","PG","ENSG00000123684","LPGAT1","human"
"LPG","PG","ENSG00000176454","LPCAT4","human"
"LPI","PI","ENSG00000172954","LCLAT1","human"
"LPI","PI","ENSG00000277025","MBOAT7","human"
"LPI","PI","ENSG00000277923","MBOAT7","human"
"LPI","PI","ENSG00000278322","MBOAT7","human"
"LPI","PI","ENSG00000274194","MBOAT7","human"
"LPI","PI","ENSG00000275118","MBOAT7","human"
"LPI","PI","ENSG00000278519","MBOAT7","human"
"LPI","PI","ENSG00000277733","MBOAT7","human"
"LPI","PI","ENSG00000273592","MBOAT7","human"
"LPI","PI","ENSG00000276935","MBOAT7","human"
"LPI","PI","ENSG00000125505","MBOAT7","human"
"LPI","PI","ENSG00000160216","AGPAT3","human"
"LPI","PI","ENSG00000026652","AGPAT4","human"
"LPS","PS","ENSG00000111684","LPCAT3","human"
"LPS","PS","ENSG00000172197","MBOAT1","human"
"LPS","PS","ENSG00000176454","LPCAT4","human"
"LPS","PS","ENSG00000143797","MBOAT2","human"
"MAG","DAG","ENSG00000106384","MOGAT3","human"
"MAG","DAG","ENSG00000166391","MOGAT2","human"
"MAG","DAG","ENSG00000124003","MOGAT1","human"
"MLCL","CL","ENSG00000102125","TAFAZZIN","human"
"MLCL","CL","ENSG00000172954","LCLAT1","human"
"PA","PI","ENSG00000103502","CDIPT","human"
"PA","PG","ENSG00000087157","PGS1","human"
"PA","PI","ENSG00000101290","CDS2","human"
"PA","PI","ENSG00000163624","CDS1","human"
"PA","PI","ENSG00000144559","TAMM41","human"
"PA","PG","ENSG00000101290","CDS2","human"
"PA","PG","ENSG00000163624","CDS1","human"
"PA","PG","ENSG00000144559","TAMM41","human"
"PA","DAG","ENSG00000067113","PLPP1","human"
"PA","DAG","ENSG00000162407","PLPP3","human"
"PA","DAG","ENSG00000141934","PLPP2","human"
"PA","DAG","ENSG00000134324","LPIN1","human"
"PA","DAG","ENSG00000203805","PLPP4","human"
"PA","DAG","ENSG00000147535","PLPP5","human"
"PA","DAG","ENSG00000101577","LPIN2","human"
"PA","DAG","ENSG00000132793","LPIN3","human"
"PA","PG","ENSG00000285206","PTPMT1","human"
"PA","PG","ENSG00000110536","PTPMT1","human"
"PA","LPA","ENSG00000276870","PLA2G10","human"
"PA","LPA","ENSG00000100078","PLA2G3","human"
"PA","LPA","ENSG00000138308","PLA2G12B","human"
"PA","LPA","ENSG00000127472","PLA2G5","human"
